"PE-Cer(d14:1(4E)/25:0)","C41H83N2O6P"
"PC(P-14:0/18:2(9Z,12Z))","C40H76NO7P"
"PC(P-30:0/28:5(10Z,13Z,16Z,19Z,22Z))","C66H122NO7P"
"PC(P-30:0/18:2(9Z,11E))","C56H108NO7P"
"PE(P-13:0/22:5(7Z,10Z,13Z,16Z,19Z))","C40H70NO7P"
"PE(P-20:1(11Z)/26:4(11Z,14Z,17Z,20Z))","C51H92NO7P"
"PE(P-18:1(11Z)/20:1(11Z))","C43H82NO7P"
"PE(P-15:0/32:5(17Z,20Z,23Z,26Z,29Z))","C52H94NO7P"
"PE(P-15:0/2:0)","C22H44NO7P"
"PE(P-22:1(13Z)/24:5(6Z,9Z,12Z,15Z,18Z))","C51H90NO7P"
"PE(P-22:1(13Z)/28:0)","C55H108NO7P"
"PE(P-18:1(13Z)/30:6(12Z,15Z,18Z,21Z,24Z,27Z))","C53H92NO7P"
"PE(P-18:1(13Z)/22:1(13Z))","C45H86NO7P"
"PE(P-17:0/38:5(23Z,26Z,29Z,32Z,35Z))","C60H110NO7P"
"PE(P-17:0/10:0)","C32H64NO7P"
"PE(P-18:2(9Z,12Z)/15:0)","C38H72NO7P"
"PE(P-18:2(9Z,12Z)/32:6(14Z,17Z,20Z,23Z,26Z,29Z))","C55H94NO7P"
"PE(P-18:2(9Z,12Z)/34:5(19Z,22Z,25Z,28Z,31Z))","C57H100NO7P"
"PE(P-18:1(9Z)/26:4(11Z,14Z,17Z,20Z))","C49H88NO7P"
"PE(P-20:0/34:6(16Z,19Z,22Z,25Z,28Z,31Z))","C59H106NO7P"
"PE(P-20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C47H82NO7P"
"PE(P-20:0/10:0)","C35H70NO7P"
"PE(P-20:0/8:0)","C33H66NO7P"
"PE(P-26:0/16:1(9Z))","C47H92NO7P"
"PE(P-26:0/18:1(9Z))","C49H96NO7P"
"PE(P-28:0/32:5(17Z,20Z,23Z,26Z,29Z))","C65H120NO7P"
"PE(P-28:0/22:5(7Z,10Z,13Z,16Z,19Z))","C55H100NO7P"
"PE(P-18:0/20:3(11Z,14Z,17Z))","C43H80NO7P"
"PE(P-24:0/22:3(10Z,13Z,16Z))","C51H96NO7P"
"PE(P-24:0/18:2(9Z,12Z))","C47H90NO7P"
"PE(P-14:0/24:1(15Z))","C43H84NO7P"
"PE(P-14:0/20:5(5Z,8Z,11Z,14Z,17Z))","C39H68NO7P"
"PE(P-30:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C57H102NO7P"
"LPC(26:0)","C34H70NO7P"
"LPC(O-15:0)","C23H50NO6P"
"PC(22:3)","C30H54NO8P"
"PC(23:5)","C31H52NO8P"
"PC(26:0)","C34H68NO8P"
"PC(33:1)","C41H80NO8P"
"PC(38:5)","C46H82NO8P"
"PC(66:11)","C74H126NO8P"
"PC(O-31:5)","C39H70NO7P"
"PC(O-38:4)","C46H86NO7P"
"PC(O-38:8)","C46H78NO7P"
"PC(O-42:5)","C50H92NO7P"
"PC(O-44:6)","C52H94NO7P"
"PC(O-46:6)","C54H98NO7P"
"PC(O-50:1)","C58H116NO7P"
"PC(O-60:1)","C68H136NO7P"
"PE(17:1)","C22H42NO8P"
"PE(31:5)","C36H62NO8P"
"PE(31:6)","C36H60NO8P"
"PE(36:6)","C41H70NO8P"
"PE(40:8)","C45H74NO8P"
"PE(40:9)","C45H72NO8P"
"PE(43:2)","C48H92NO8P"
"PE(50:10)","C55H90NO8P"
"PE(51:5)","C56H102NO8P"
"PE(58:5)","C63H116NO8P"
"PE(62:4)","C67H126NO8P"
"PE(66:11)","C71H120NO8P"
"PE(72:9)","C77H136NO8P"
"PE(O-31:2)","C36H70NO7P"
"PE(O-42:5)","C47H86NO7P"
"PE(O-55:4)","C60H114NO7P"
"PE(O-60:0)","C65H132NO7P"
"PE(O-60:4)","C65H124NO7P"
"PC(10:0_14:0)","C32H64NO8P"
"PC(10:0_38:5)","C56H102NO8P"
"PC(12:0_28:4)","C48H88NO8P"
"PC(12:0_30:4)","C50H92NO8P"
"PC(12:0_38:5)","C58H106NO8P"
"PC(14:0_32:5)","C54H98NO8P"
"PC(14:1_22:2)","C44H82NO8P"
"PC(15:0_28:6)","C51H90NO8P"
"PC(16:0_24:4)","C48H88NO8P"
"PC(16:1_17:0)","C41H80NO8P"
"PC(16:1_19:0)","C43H84NO8P"
"PC(16:1_20:1)","C44H84NO8P"
"PC(16:1_20:4)","C44H78NO8P"
"PC(16:2_32:4)","C56H100NO8P"
"PC(18:0_19:0)","C45H90NO8P"
"PC(18:2_30:5)","C56H98NO8P"
"PC(18:4_30:4)","C56H96NO8P"
"PC(18:4_32:5)","C58H98NO8P"
"PC(19:0_22:4)","C49H90NO8P"
"PC(20:3_22:2)","C50H90NO8P"
"PC(20:4_22:0)","C50H92NO8P"
"PC(20:5_22:4)","C50H82NO8P"
"PC(20:5_26:1)","C54H96NO8P"
"PC(20:5_30:6)","C58H94NO8P"
"PC(20:5_32:5)","C60H100NO8P"
"PC(21:0_22:2)","C51H98NO8P"
"PC(21:0_30:4)","C59H110NO8P"
"PC(22:0_32:5)","C62H114NO8P"
"PC(22:1_22:4)","C52H94NO8P"
"PC(22:1_28:6)","C58H102NO8P"
"PC(22:2_26:1)","C56H106NO8P"
"PC(22:4_30:5)","C60H102NO8P"
"PC(22:4_34:4)","C64H112NO8P"
"PC(22:5_28:5)","C58H96NO8P"
"PC(22:5_38:5)","C68H116NO8P"
"PC(22:6_30:6)","C60H96NO8P"
"PC(24:1_28:0)","C60H118NO8P"
"PC(26:0_28:6)","C62H112NO8P"
"PC(26:1_30:0)","C64H126NO8P"
"PC(28:6_32:4)","C68H116NO8P"
"PC(28:6_34:5)","C70H118NO8P"
"PC(2:0_32:6)","C42H72NO8P"
"PC(30:0_30:6)","C68H124NO8P"
"PC(30:4_32:5)","C70H122NO8P"
"PC(6:0_15:0)","C29H58NO8P"
"PC(6:0_16:1)","C30H58NO8P"
"PC(6:0_24:6)","C38H64NO8P"
"PC(8:0_38:4)","C54H100NO8P"
"PC(O-13:0_13:0)","C34H70NO7P"
"PC(O-13:0_16:2)","C37H72NO7P"
"PC(O-13:0_20:4)","C41H76NO7P"
"PC(O-13:0_22:3)","C43H82NO7P"
"PC(O-13:0_32:6)","C53H96NO7P"
"PC(O-13:1_38:4)","C59H110NO7P"
"PC(O-13:1_3:0)","C24H48NO7P"
"PC(O-14:0_22:4)","C44H82NO7P"
"PC(O-14:1_30:5)","C52H94NO7P"
"PC(O-15:0_20:1)","C43H86NO7P"
"PC(O-15:0_32:5)","C55H102NO7P"
"PC(O-15:1_13:0)","C36H72NO7P"
"PC(O-15:1_17:0)","C40H80NO7P"
"PC(O-16:0_20:1)","C44H88NO7P"
"PC(O-16:1_28:4)","C52H96NO7P"
"PC(O-16:1_30:0)","C54H108NO7P"
"PC(O-17:0_20:3)","C45H86NO7P"
"PC(O-17:0_4:0)","C29H60NO7P"
"PC(O-17:1_22:5)","C47H84NO7P"
"PC(O-17:1_2:0)","C27H54NO7P"
"PC(O-18:2_38:5)","C64H116NO7P"
"PC(O-20:0_20:4)","C48H90NO7P"
"PC(O-20:1_16:2)","C44H84NO7P"
"PC(O-20:2_14:1)","C42H80NO7P"
"PC(O-20:2_8:0)","C36H70NO7P"
"PC(O-22:0_20:0)","C50H102NO7P"
"PC(O-22:0_22:2)","C52H102NO7P"
"PC(O-24:0_24:6)","C56H102NO7P"
"PC(O-24:1_20:3)","C52H98NO7P"
"PC(O-24:1_24:1)","C56H110NO7P"
"PC(O-24:1_36:6)","C68H124NO7P"
"PC(O-26:0_22:6)","C56H102NO7P"
"PC(O-26:1_20:0)","C54H108NO7P"
"PC(O-26:1_36:4)","C70H132NO7P"
"PC(O-28:0_18:1)","C54H108NO7P"
"PC(O-28:1_14:0)","C50H100NO7P"
"PC(O-28:1_22:3)","C58H110NO7P"
"PC(O-30:0_15:0)","C53H108NO7P"
"PC(O-30:0_36:6)","C74H138NO7P"
"PC(O-30:1_20:4)","C58H108NO7P"
"PC(O-30:1_36:5)","C74H138NO7P"
"PE(10:0_24:4)","C39H70NO8P"
"PE(13:0_20:3)","C38H70NO8P"
"PE(14:0_14:1)","C33H64NO8P"
"PE(14:0_24:5)","C43H76NO8P"
"PE(15:0_20:0)","C40H80NO8P"
"PE(15:0_28:0)","C48H96NO8P"
"PE(16:0_34:6)","C55H98NO8P"
"PE(16:2_22:0)","C43H82NO8P"
"PE(18:0_22:1)","C45H88NO8P"
"PE(18:0_28:6)","C51H90NO8P"
"PE(18:0_38:4)","C61H114NO8P"
"PE(19:0_20:5)","C44H78NO8P"
"PE(20:1_36:4)","C61H112NO8P"
"PE(20:1_38:4)","C63H116NO8P"
"PE(20:3_38:5)","C63H110NO8P"
"PE(20:4_38:5)","C63H108NO8P"
"PE(21:0_21:0)","C47H94NO8P"
"PE(21:0_34:6)","C60H108NO8P"
"PE(22:1_36:5)","C63H114NO8P"
"PE(22:2_28:5)","C55H96NO8P"
"PE(22:5_24:0)","C51H92NO8P"
"PE(22:5_36:5)","C63H106NO8P"
"PE(22:6_32:5)","C59H96NO8P"
"PE(22:6_38:5)","C65H108NO8P"
"PE(24:1_30:4)","C59H108NO8P"
"PE(24:4_24:4)","C53H90NO8P"
"PE(24:4_26:4)","C55H94NO8P"
"PE(24:6_34:6)","C63H102NO8P"
"PE(26:1_26:4)","C57H104NO8P"
"PE(26:1_30:6)","C61H108NO8P"
"PE(26:6_28:5)","C59H96NO8P"
"PE(28:0_32:5)","C65H120NO8P"
"PE(28:5_28:5)","C61H102NO8P"
"PE(2:0_22:0)","C29H58NO8P"
"PE(30:4_38:4)","C73H130NO8P"
"PE(36:4_36:6)","C77H134NO8P"
"PE(3:0_15:0)","C23H46NO8P"
"PE(3:0_8:0)","C16H32NO8P"
"PE(4:0_24:5)","C33H56NO8P"
"PE(4:0_38:5)","C47H84NO8P"
"PE(O-13:0_14:0)","C32H66NO7P"
"PE(O-13:0_2:0)","C20H42NO7P"
"PE(O-13:0_34:6)","C52H94NO7P"
"PE(O-13:1_22:4)","C40H72NO7P"
"PE(O-14:1_10:0)","C29H58NO7P"
"PE(O-15:0_26:0)","C46H94NO7P"
"PE(O-15:1_15:0)","C35H70NO7P"
"PE(O-16:1_16:2)","C37H70NO7P"
"PE(O-16:1_20:1)","C41H80NO7P"
"PE(O-16:1_36:5)","C57H104NO7P"
"PE(O-18:0_18:0)","C41H84NO7P"
"PE(O-18:2_32:5)","C55H98NO7P"
"PE(O-18:3_20:5)","C43H72NO7P"
"PE(O-20:1_20:2)","C45H86NO7P"
"PE(O-20:1_21:0)","C46H92NO7P"
"PE(O-20:1_22:4)","C47H86NO7P"
"PE(O-20:2_24:5)","C49H86NO7P"
"PE(O-22:1_32:6)","C59H106NO7P"
"PE(O-22:1_38:4)","C65H122NO7P"
"PE(O-22:2_20:2)","C47H88NO7P"
"PE(O-24:0_36:6)","C65H120NO7P"
"PE(O-24:1_28:5)","C57H104NO7P"
"PE(O-26:0_18:2)","C49H96NO7P"
"PE(O-26:0_20:4)","C51H96NO7P"
"PE(O-26:1_22:4)","C53H98NO7P"
"PE(O-28:0_20:4)","C53H100NO7P"
"PE(O-28:1_20:3)","C53H100NO7P"
"PE(O-30:0_28:5)","C63H118NO7P"
"PE(O-30:0_34:5)","C69H130NO7P"
"PE(O-30:1_18:3)","C53H100NO7P"
"PC(12:0/18:3)","C38H70NO8P"
"PC(13:0/34:5)","C55H100NO8P"
"PC(14:0/30:5)","C52H94NO8P"
"PC(14:1/20:4)","C42H74NO8P"
"PC(15:0/10:0)","C33H66NO8P"
"PC(15:0/16:0)","C39H78NO8P"
"PC(16:0/17:0)","C41H82NO8P"
"PC(16:0/36:5)","C60H110NO8P"
"PC(16:1/18:4)","C42H74NO8P"
"PC(16:2/24:4)","C48H84NO8P"
"PC(16:2/34:5)","C58H102NO8P"
"PC(18:0/36:5)","C62H114NO8P"
"PC(18:0/8:0)","C34H68NO8P"
"PC(18:1/18:3)","C44H80NO8P"
"PC(18:1/19:0)","C45H88NO8P"
"PC(18:2/22:6)","C48H80NO8P"
"PC(18:2/26:5)","C52H90NO8P"
"PC(18:2/8:0)","C34H64NO8P"
"PC(18:3/18:0)","C44H82NO8P"
"PC(18:3/20:4)","C46H78NO8P"
"PC(18:4/28:6)","C54H88NO8P"
"PC(20:1/28:6)","C56H98NO8P"
"PC(20:2/30:4)","C58H104NO8P"
"PC(21:0/13:0)","C42H84NO8P"
"PC(22:0/24:6)","C54H96NO8P"
"PC(22:1/38:5)","C68H124NO8P"
"PC(22:2/14:0)","C44H84NO8P"
"PC(22:4/20:0)","C50H92NO8P"
"PC(22:5/24:5)","C54H88NO8P"
"PC(22:5/26:4)","C56H94NO8P"
"PC(22:6/22:2)","C52H88NO8P"
"PC(22:6/30:5)","C60H98NO8P"
"PC(24:0/34:6)","C66H120NO8P"
"PC(24:1/14:0)","C46H90NO8P"
"PC(24:1/22:1)","C54H104NO8P"
"PC(24:1/22:6)","C54H94NO8P"
"PC(24:4/22:1)","C54H98NO8P"
"PC(24:6/20:0)","C52H92NO8P"
"PC(24:6/22:0)","C54H96NO8P"
"PC(24:6/34:4)","C66H112NO8P"
"PC(24:6/3:0)","C35H58NO8P"
"PC(26:0/22:6)","C56H100NO8P"
"PC(26:1/22:4)","C56H102NO8P"
"PC(26:4/14:0)","C48H88NO8P"
"PC(26:4/24:6)","C58H96NO8P"
"PC(26:4/30:6)","C64H108NO8P"
"PC(26:6/22:0)","C56H100NO8P"
"PC(28:0/28:6)","C64H116NO8P"
"PC(28:5/28:6)","C64H106NO8P"
"PC(2:0/24:6)","C34H56NO8P"
"PC(2:0/34:4)","C44H80NO8P"
"PC(30:0/14:1)","C52H102NO8P"
"PC(30:0/22:3)","C60H114NO8P"
"PC(30:5/18:4)","C56H94NO8P"
"PC(30:5/22:0)","C60H110NO8P"
"PC(30:5/26:5)","C64H108NO8P"
"PC(30:6/18:4)","C56H92NO8P"
"PC(30:6/26:5)","C64H106NO8P"
"PC(32:5/16:2)","C56H98NO8P"
"PC(34:5/18:0)","C60H110NO8P"
"PC(34:5/3:0)","C45H80NO8P"
"PC(34:6/14:0)","C56H100NO8P"
"PC(34:6/18:2)","C60H104NO8P"
"PC(34:6/24:5)","C66H110NO8P"
"PC(34:6/34:5)","C76H130NO8P"
"PC(36:4/34:4)","C78H140NO8P"
"PC(36:4/4:0)","C48H88NO8P"
"PC(36:5/16:1)","C60H108NO8P"
"PC(36:5/22:1)","C66H120NO8P"
"PC(36:5/34:6)","C78H134NO8P"
"PC(36:6/32:5)","C76H130NO8P"
"PC(38:5/14:1)","C60H108NO8P"
"PC(3:0/15:0)","C26H52NO8P"
"PC(3:0/24:0)","C35H70NO8P"
"PC(6:0/26:6)","C40H68NO8P"
"PC(6:0/3:0)","C17H34NO8P"
"PC(8:0/13:0)","C29H58NO8P"
"PC(8:0/20:0)","C36H72NO8P"
"PC(O-13:0/28:4)","C49H92NO7P"
"PC(O-14:0/24:6)","C46H82NO7P"
"PC(O-15:0/20:0)","C43H88NO7P"
"PC(O-15:0/32:5)","C55H102NO7P"
"PC(O-18:0/18:3)","C44H84NO7P"
"PC(O-18:0/28:0)","C54H110NO7P"
"PC(O-18:1/12:0)","C38H76NO7P"
"PC(O-18:1/4:0)","C30H60NO7P"
"PC(O-18:2/18:0)","C44H86NO7P"
"PC(O-20:0/16:0)","C44H90NO7P"
"PC(O-20:0/30:6)","C58H106NO7P"
"PC(O-20:1/22:4)","C50H92NO7P"
"PC(O-22:0/16:2)","C46H90NO7P"
"PC(O-22:0/26:5)","C56H104NO7P"
"PC(O-24:0/22:5)","C54H100NO7P"
"PC(O-26:0/15:0)","C49H100NO7P"
"PC(O-26:0/20:5)","C54H100NO7P"
"PC(O-26:0/22:6)","C56H102NO7P"
"PC(O-28:0/3:0)","C39H80NO7P"
"PC(O-30:0/4:0)","C42H86NO7P"
"PC(P-14:0/22:1)","C44H86NO7P"
"PC(P-17:0/10:0)","C35H70NO7P"
"PC(P-17:0/21:0)","C46H92NO7P"
"PC(P-17:0/36:5)","C61H112NO7P"
"PC(P-18:0/24:4)","C50H92NO7P"
"PC(P-18:0/28:4)","C54H100NO7P"
"PC(P-18:0/32:6)","C58H104NO7P"
"PC(P-18:2/36:4)","C62H112NO7P"
"PC(P-20:1/20:5)","C48H84NO7P"
"PC(P-22:1/26:0)","C56H110NO7P"
"PC(P-24:0/30:4)","C62H116NO7P"
"PC(P-28:0/22:5)","C58H106NO7P"
"PC(P-30:0/26:0)","C64H128NO7P"
"PE(10:0/20:1)","C35H68NO8P"
"PE(10:0/26:4)","C41H74NO8P"
"PE(10:0/34:5)","C49H88NO8P"
"PE(14:0/18:0)","C37H74NO8P"
"PE(14:0/20:3)","C39H72NO8P"
"PE(14:0/4:0)","C23H46NO8P"
"PE(15:0/16:2)","C36H68NO8P"
"PE(16:0/16:1)","C37H72NO8P"
"PE(16:1/36:4)","C57H104NO8P"
"PE(16:1/38:4)","C59H108NO8P"
"PE(16:2/14:0)","C35H66NO8P"
"PE(16:2/26:0)","C47H90NO8P"
"PE(17:0/18:3)","C40H74NO8P"
"PE(17:0/34:6)","C56H100NO8P"
"PE(17:0/36:4)","C58H108NO8P"
"PE(17:0/36:5)","C58H106NO8P"
"PE(18:0/14:1)","C37H72NO8P"
"PE(18:0/19:0)","C42H84NO8P"
"PE(18:1/20:2)","C43H80NO8P"
"PE(18:1/20:3)","C43H78NO8P"
"PE(18:1/30:5)","C53H94NO8P"
"PE(18:2/18:3)","C41H72NO8P"
"PE(18:4/20:5)","C43H68NO8P"
"PE(18:4/21:0)","C44H80NO8P"
"PE(19:0/18:1)","C42H82NO8P"
"PE(19:0/18:4)","C42H76NO8P"
"PE(19:0/22:1)","C46H90NO8P"
"PE(19:0/24:4)","C48H88NO8P"
"PE(20:0/18:1)","C43H84NO8P"
"PE(20:2/16:0)","C41H78NO8P"
"PE(22:0/21:0)","C48H96NO8P"
"PE(22:1/18:2)","C45H84NO8P"
"PE(22:1/24:0)","C51H100NO8P"
"PE(22:1/3:0)","C30H58NO8P"
"PE(22:2/14:0)","C41H78NO8P"
"PE(22:2/32:5)","C59H104NO8P"
"PE(24:0/18:4)","C47H86NO8P"
"PE(24:0/26:5)","C55H100NO8P"
"PE(24:1/16:1)","C45H86NO8P"
"PE(24:1/17:0)","C46H90NO8P"
"PE(24:1/21:0)","C50H98NO8P"
"PE(24:4/18:4)","C47H78NO8P"
"PE(24:4/20:3)","C49H84NO8P"
"PE(24:4/22:3)","C51H88NO8P"
"PE(24:4/24:4)","C53H90NO8P"
"PE(24:5/24:4)","C53H88NO8P"
"PE(24:5/3:0)","C32H54NO8P"
"PE(24:6/20:0)","C49H86NO8P"
"PE(24:6/24:6)","C53H82NO8P"
"PE(24:6/28:0)","C57H102NO8P"
"PE(24:6/30:4)","C59H98NO8P"
"PE(26:0/20:3)","C51H96NO8P"
"PE(26:0/22:2)","C53H102NO8P"
"PE(26:0/22:3)","C53H100NO8P"
"PE(26:1/18:1)","C49H94NO8P"
"PE(26:1/20:5)","C51H90NO8P"
"PE(26:1/26:4)","C57H104NO8P"
"PE(26:4/18:3)","C49H84NO8P"
"PE(26:4/24:4)","C55H94NO8P"
"PE(26:4/34:4)","C65H114NO8P"
"PE(26:5/24:1)","C55H98NO8P"
"PE(26:6/12:0)","C43H74NO8P"
"PE(26:6/14:0)","C45H78NO8P"
"PE(28:6/24:5)","C57H92NO8P"
"PE(28:6/24:6)","C57H90NO8P"
"PE(28:6/32:5)","C65H108NO8P"
"PE(2:0/24:0)","C31H62NO8P"
"PE(30:0/24:6)","C59H106NO8P"
"PE(30:0/28:4)","C63H118NO8P"
"PE(30:4/22:6)","C57H94NO8P"
"PE(30:4/30:5)","C65H112NO8P"
"PE(30:4/34:6)","C69H118NO8P"
"PE(30:6/14:0)","C49H86NO8P"
"PE(32:4/26:1)","C63H116NO8P"
"PE(32:4/26:5)","C63H108NO8P"
"PE(32:4/34:5)","C71H124NO8P"
"PE(32:6/18:3)","C55H92NO8P"
"PE(32:6/26:0)","C63H114NO8P"
"PE(36:4/10:0)","C51H94NO8P"
"PE(36:5/22:6)","C63H104NO8P"
"PE(36:5/26:0)","C67H124NO8P"
"PE(36:5/28:5)","C69H118NO8P"
"PE(36:6/18:2)","C59H102NO8P"
"PE(36:6/22:6)","C63H102NO8P"
"PE(36:6/32:6)","C73H122NO8P"
"PE(36:6/8:0)","C49H86NO8P"
"PE(38:4/26:5)","C69H120NO8P"
"PE(38:5/24:6)","C67H112NO8P"
"PE(3:0/18:3)","C26H46NO8P"
"PE(4:0/15:0)","C24H48NO8P"
"PE(6:0/15:0)","C26H52NO8P"
"PE(8:0/28:4)","C41H74NO8P"
"PE(8:0/34:5)","C47H84NO8P"
"PE(O-13:0/24:6)","C42H74NO7P"
"PE(O-14:0/15:0)","C34H70NO7P"
"PE(O-14:0/20:3)","C39H74NO7P"
"PE(O-15:0/22:0)","C42H86NO7P"
"PE(O-15:0/34:4)","C54H102NO7P"
"PE(O-15:0/34:6)","C54H98NO7P"
"PE(O-18:0/16:2)","C39H76NO7P"
"PE(O-18:0/32:6)","C55H100NO7P"
"PE(O-18:1/18:1)","C41H80NO7P"
"PE(O-18:1/30:6)","C53H94NO7P"
"PE(O-18:1/32:6)","C55H98NO7P"
"PE(O-20:0/14:1)","C39H78NO7P"
"PE(O-20:0/20:4)","C45H84NO7P"
"PE(O-20:0/24:0)","C49H100NO7P"
"PE(O-20:0/26:6)","C51H92NO7P"
"PE(O-22:0/24:6)","C51H92NO7P"
"PE(O-22:1/4:0)","C31H62NO7P"
"PE(O-24:0/14:1)","C43H86NO7P"
"PE(O-24:0/30:5)","C59H110NO7P"
"PE(O-26:0/22:3)","C53H102NO7P"
"PE(O-26:0/22:4)","C53H100NO7P"
"PE(O-28:0/38:5)","C71H134NO7P"
"PE(P-17:0/22:1)","C44H86NO7P"
"PE(P-18:0/2:0)","C25H50NO7P"
"PE(P-18:2/18:1)","C41H76NO7P"
"PE(P-20:1/22:1)","C47H90NO7P"
"PE(P-20:1/26:6)","C51H88NO7P"
"PE(P-20:1/36:6)","C61H108NO7P"
"PE(P-22:0/15:0)","C42H84NO7P"
"PE(P-22:0/18:0)","C45H90NO7P"
"PE(P-24:0/26:5)","C55H100NO7P"
"PE(P-24:0/8:0)","C37H74NO7P"
"PE(P-26:0/18:1)","C49H96NO7P"
"PE(P-28:0/22:0)","C55H110NO7P"
"MG(15:0/0:0/0:0)","C18H36O4"
"MG(0:0/0:0/17:0)","C20H40O4"
"MG(0:0/0:0/21:0)","C24H48O4"
"MG(0:0/0:0/22:5(4Z,7Z,10Z,13Z,16Z))","C25H40O4"
"MG(22:3(10Z,13Z,16Z)/0:0/0:0)","C25H44O4"
"MG(24:0/0:0/0:0)","C27H54O4"
"DG(P-13:0/15:0/0:0)","C31H60O4"
"DG(O-15:0/13:0/0:0)","C31H62O4"
"DG(12:0/0:0/16:1(6Z))","C31H58O5"
"DG(0:0/13:0/15:0)","C31H60O5"
"DG(P-13:0/17:0/0:0)","C33H64O4"
"DG(12:0/17:0/0:0)","C32H62O5"
"DG(O-18:2(9Z,12Z)/0:0/13:0)","C34H64O4"
"DG(P-13:0/18:1(11E)/0:0)","C34H64O4"
"DG(12:0/0:0/18:1(6Z))","C33H62O5"
"DG(O-18:1(11Z)/0:0/13:0)","C34H66O4"
"DG(O-13:0/18:0/0:0)","C34H68O4"
"DG(P-14:0/18:4(6Z,9Z,12Z,15Z)/0:0)","C35H60O4"
"DG(O-18:2(9Z,12Z)/14:0/0:0)","C35H66O4"
"DG(18:1(9Z)/13:0/0:0)","C34H64O5"
"DG(0:0/15:0/16:0)","C34H66O5"
"DG(P-13:0/20:3(8Z,11Z,14Z)/0:0)","C36H64O4"
"DG(0:0/14:1(9Z)/18:2(9Z,12Z))","C35H62O5"
"DG(18:1(11E)/0:0/14:0)","C35H66O5"
"DG(20:4(8Z,11Z,14Z,17Z)/13:0/0:0)","C36H62O5"
"DG(0:0/13:0/20:4(8Z,11Z,14Z,17Z))","C36H62O5"
"DG(0:0/20:3(8Z,11Z,14Z)/13:0)","C36H64O5"
"DG(P-16:0/18:2(9Z,11E)/0:0)","C37H68O4"
"DG(13:0/20:2(11Z,14Z)/0:0)","C36H66O5"
"DG(O-20:1(11Z)/0:0/14:1(9Z))","C37H70O4"
"DG(P-13:0/21:0/0:0)","C37H72O4"
"DG(0:0/14:0/19:0)","C36H70O5"
"DG(0:0/18:0/15:0)","C36H70O5"
"DG(17:0/0:0/16:0)","C36H70O5"
"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0/0:0)","C37H60O5"
"DG(P-13:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","C38H64O4"
"DG(P-15:0/20:4(5Z,8Z,11Z,14Z)/0:0)","C38H66O4"
"DG(18:2(9Z,11E)/16:1(6Z)/0:0)","C37H66O5"
"DG(16:1(9Z)/18:1(11Z)/0:0)","C37H68O5"
"DG(16:0/18:1(11E)/0:0)","C37H70O5"
"DG(O-18:1(11Z)/0:0/17:0)","C38H74O4"
"DG(P-17:0/18:0/0:0)","C38H74O4"
"DG(20:0/14:0/0:0)","C37H72O5"
"DG(0:0/22:0/12:0)","C37H72O5"
"DG(19:0/0:0/15:0)","C37H72O5"
"DG(O-18:0/17:0/0:0)","C38H76O4"
"DG(P-18:0/18:4(6Z,9Z,12Z,15Z)/0:0)","C39H68O4"
"DG(20:4(8Z,11Z,14Z,17Z)/15:0/0:0)","C38H66O5"
"DG(0:0/15:0/20:4(5Z,8Z,11Z,14Z))","C38H66O5"
"DG(20:4(5Z,8Z,11Z,14Z)/0:0/15:0)","C38H66O5"
"DG(17:0/0:0/18:4(6Z,9Z,12Z,15Z))","C38H66O5"
"DG(O-14:0/22:4(7Z,10Z,13Z,16Z)/0:0)","C39H70O4"
"DG(13:0/0:0/22:3(10Z,13Z,16Z))","C38H68O5"
"DG(O-20:1(11Z)/0:0/16:2(9Z,12Z))","C39H72O4"
"DG(0:0/22:1(13Z)/13:0)","C38H72O5"
"DG(18:1(6Z)/0:0/17:0)","C38H72O5"
"DG(13:0/22:0/0:0)","C38H74O5"
"DG(0:0/18:0/17:0)","C38H74O5"
"DG(O-15:0/0:0/21:0)","C39H78O4"
"DG(O-14:0/0:0/22:0)","C39H78O4"
"DG(18:4(6Z,9Z,12Z,15Z)/0:0/18:2(9Z,11E))","C39H64O5"
"DG(0:0/18:2(9Z,11E)/18:2(9Z,11E))","C39H68O5"
"DG(18:3(6Z,9Z,12Z)/18:0/0:0)","C39H70O5"
"DG(18:2(9Z,11E)/18:1(11Z)/0:0)","C39H70O5"
"DG(18:1(11E)/18:2(9Z,11E)/0:0)","C39H70O5"
"DG(22:2(13Z,16Z)/14:0/0:0)","C39H72O5"
"DG(18:1(9Z)/18:1(9Z)/0:0)","C39H72O5"
"DG(0:0/18:0/18:2(9Z,12Z))","C39H72O5"
"DG(0:0/20:0/16:2(9Z,12Z))","C39H72O5"
"DG(0:0/18:1(11E)/18:1(11Z))","C39H72O5"
"DG(16:0/0:0/20:2(11Z,14Z))","C39H72O5"
"DG(18:1(11Z)/0:0/18:1(9Z))","C39H72O5"
"DG(P-18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","C41H68O4"
"DG(12:0/24:0/0:0)","C39H76O5"
"DG(O-16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","C41H72O4"
"DG(0:0/17:0/20:4(8Z,11Z,14Z,17Z))","C40H70O5"
"DG(O-18:1(11Z)/0:0/20:3(8Z,11Z,14Z))","C41H74O4"
